,estgain_dB,estclip_Vrms,lstsq_method,position,channel,avg_Vcliprms,avg_estgain_dB
0,5.930607939236437,18.886177898458413,dogbox,0,9,18.827784345970244,5.903668853611618
1,5.8767297679868005,18.769390793482078,trf,0,9,18.827784345970244,5.903668853611618
2,6.145434509855979,18.778244780554907,dogbox,0,10,18.78354779218126,6.148708706149643
3,6.151982902443306,18.78885080380761,trf,0,10,18.78354779218126,6.148708706149643
4,6.195398391326976,18.75335494056404,dogbox,0,11,18.77286507519814,6.2044254134247865
5,6.213452435522598,18.79237520983224,trf,0,11,18.77286507519814,6.2044254134247865
6,6.199572336405402,18.75102336936831,dogbox,0,12,18.773274709072552,6.209802667331033
7,6.220032998256664,18.795526048776793,trf,0,12,18.773274709072552,6.209802667331033
